Borrower_ID,Crop_Type,Farm_Area_Acres,Irrigation_Type,Soil_Type,Season,Fertilizer_Used_Tons,Current_LTV_Ratio,Months_Since_Delinquency,Stress_Probability,Requires_Intervention
FARM-1799,Potato,67.56,Drip,Sandy,Kharif,5.38,0.86,-1,0.6613181512810138,1
FARM-1800,Carrot,1436.93,Rain-fed,Loamy,Zaid,68.92,0.68,-1,0.3047096324673502,0
FARM-1801,Barley,1119.39,Manual,Peaty,Zaid,60.46,0.65,-1,0.44178721064677073,0
FARM-1802,Soybean,562.21,Manual,Silty,Rabi,13.02,0.43,-1,0.2095790728205933,0
FARM-1803,Rice,479.98,Manual,Peaty,Zaid,50.53,0.83,-1,0.4253376444031953,0
FARM-1804,Sugarcane,557.07,Flood,Clay,Rabi,78.29,0.77,-1,0.7117705599375889,1
FARM-1805,Carrot,1173.25,Manual,Peaty,Kharif,41.42,0.62,-1,0.5322272281165896,0
FARM-1806,Potato,1008.99,Rain-fed,Loamy,Zaid,101.98,0.93,-1,0.7124337943641704,1
FARM-1807,Potato,318.53,Drip,Loamy,Rabi,56.62,0.78,-1,0.48240635975492857,0
FARM-1808,Sugarcane,302.46,Flood,Clay,Zaid,54.67,0.69,-1,0.7952365663845946,1
FARM-1809,Cotton,192.67,Sprinkler,Clay,Rabi,24.71,0.71,36,0.7290051558878714,1
FARM-1810,Maize,1007.44,Drip,Sandy,Zaid,120.87,0.76,-1,0.6182642931035711,0
FARM-1811,Wheat,1158.34,Sprinkler,Loamy,Rabi,172.15,0.6,10,0.5806491799706268,0
FARM-1812,Cotton,434.32,Sprinkler,Clay,Zaid,80.31,0.46,-1,0.5761039263844923,0
FARM-1813,Potato,80.37,Drip,Sandy,Kharif,7.54,0.82,1,1.0,1
FARM-1814,Potato,169.15,Sprinkler,Clay,Kharif,11.57,0.69,-1,0.43092351513122723,0
FARM-1815,Soybean,1453.4,Rain-fed,Sandy,Rabi,24.27,0.54,38,0.32272756359127325,0
FARM-1816,Soybean,478.39,Flood,Loamy,Rabi,8.9,0.68,-1,0.2912803182118639,0
FARM-1817,Tomato,1165.37,Drip,Silty,Rabi,151.14,0.47,21,0.45468499722210526,0
FARM-1818,Cotton,955.76,Drip,Silty,Rabi,191.18,0.83,-1,0.7134586253261468,1
FARM-1819,Tomato,603.81,Flood,Loamy,Zaid,72.22,0.85,-1,0.6581724188314314,1
FARM-1820,Wheat,348.25,Manual,Loamy,Zaid,46.77,0.78,-1,0.595854147755926,0
FARM-1821,Cotton,226.01,Drip,Loamy,Zaid,29.93,0.56,-1,0.5864670393319513,0
FARM-1822,Tomato,941.77,Sprinkler,Silty,Zaid,136.58,0.6,-1,0.38839662552924026,0
FARM-1823,Tomato,1173.22,Drip,Loamy,Zaid,173.43,0.81,-1,0.5036312728203003,0
FARM-1824,Soybean,983.66,Flood,Clay,Kharif,19.89,0.8,-1,0.5258657522937663,0
FARM-1825,Potato,818.94,Rain-fed,Clay,Zaid,84.63,0.91,44,0.6681345455772333,1
FARM-1826,Tomato,110.83,Sprinkler,Loamy,Kharif,15.13,0.71,-1,0.3769529306295697,0
FARM-1827,Tomato,1454.31,Drip,Loamy,Zaid,99.6,0.66,19,0.6456944327595746,0
FARM-1828,Carrot,1208.14,Flood,Silty,Zaid,62.45,0.65,-1,0.44547912616681334,0
FARM-1829,Sugarcane,474.59,Drip,Clay,Kharif,78.58,0.63,-1,0.6244041437370209,0
FARM-1830,Barley,1470.96,Flood,Loamy,Rabi,198.08,0.5,37,0.3493709344206782,0
FARM-1831,Sugarcane,922.73,Sprinkler,Silty,Kharif,143.88,0.7,30,0.8660915107644651,1
FARM-1832,Barley,894.51,Drip,Silty,Kharif,105.95,0.78,14,0.5019405412891249,0
FARM-1833,Barley,1134.71,Drip,Loamy,Zaid,95.19,0.71,-1,0.4750896430163412,0
FARM-1834,Sugarcane,1227.07,Flood,Loamy,Kharif,254.52,0.56,-1,0.7176552852766083,1
FARM-1835,Sugarcane,1001.89,Manual,Loamy,Zaid,175.6,0.6,-1,0.6191657083935446,0
FARM-1836,Potato,235.74,Manual,Peaty,Zaid,39.23,0.81,-1,0.6476219569051356,0
FARM-1837,Tomato,540.49,Drip,Clay,Zaid,59.08,0.59,-1,0.37068358508298643,0
FARM-1838,Soybean,1395.72,Rain-fed,Peaty,Zaid,46.24,0.66,21,0.46779555485059615,0
FARM-1839,Rice,375.69,Flood,Sandy,Zaid,33.96,0.75,31,0.5313397337305055,0
FARM-1840,Cotton,589.64,Flood,Sandy,Rabi,75.73,0.71,-1,0.45099558308356347,0
FARM-1841,Rice,676.51,Rain-fed,Clay,Rabi,34.87,0.87,-1,0.5945071489474962,0
FARM-1842,Barley,687.14,Manual,Loamy,Zaid,36.71,0.85,26,0.526940215023822,0
FARM-1843,Maize,938.76,Manual,Loamy,Zaid,87.31,0.65,-1,0.5499075367831474,0
FARM-1844,Barley,1417.46,Sprinkler,Clay,Zaid,175.22,0.64,-1,0.4792579322084849,0
FARM-1845,Sugarcane,399.0,Flood,Sandy,Zaid,47.02,0.66,-1,0.5696754554354986,0
FARM-1846,Cotton,226.18,Rain-fed,Peaty,Rabi,22.53,0.75,-1,0.5969288023656013,0
FARM-1847,Maize,336.33,Drip,Sandy,Zaid,74.83,0.67,45,0.6597239471664947,1
FARM-1848,Soybean,1336.04,Sprinkler,Sandy,Kharif,32.87,0.77,-1,0.5093060843504043,0
FARM-1849,Soybean,986.43,Flood,Clay,Zaid,29.77,0.78,-1,0.27949693527613845,0
FARM-1850,Cotton,464.56,Sprinkler,Loamy,Rabi,43.09,0.73,-1,0.5255191219793987,0
FARM-1851,Carrot,1233.12,Drip,Clay,Zaid,108.0,0.71,33,0.5227053910520404,0
FARM-1852,Barley,1298.99,Drip,Sandy,Kharif,158.01,0.67,27,0.4349225023501839,0
FARM-1853,Potato,1277.45,Manual,Peaty,Zaid,209.06,0.57,-1,0.3647776617604124,0
FARM-1854,Barley,1382.44,Drip,Sandy,Kharif,112.82,0.7,-1,0.4737743894003137,0
FARM-1855,Barley,415.75,Flood,Clay,Zaid,47.23,0.42,-1,0.4347353378918878,0
FARM-1856,Cotton,1144.81,Drip,Loamy,Zaid,103.2,0.85,-1,0.7197877815794255,1
FARM-1857,Sugarcane,717.78,Drip,Sandy,Rabi,58.41,0.62,-1,0.5771739875987283,0
FARM-1858,Soybean,1270.9,Drip,Loamy,Rabi,19.83,0.85,-1,0.3327867341502674,0
FARM-1859,Cotton,1106.31,Drip,Silty,Rabi,168.3,0.52,-1,0.5155663197634258,0
FARM-1860,Carrot,1175.85,Rain-fed,Silty,Kharif,67.4,0.66,-1,0.44061383087123707,0
FARM-1861,Sugarcane,1001.43,Drip,Sandy,Rabi,163.12,0.66,-1,0.6101860659290275,0
FARM-1862,Soybean,307.27,Manual,Loamy,Zaid,4.68,0.58,25,0.5077246781868299,0
FARM-1863,Sugarcane,840.29,Sprinkler,Clay,Zaid,124.05,0.87,-1,0.5665838734745035,0
FARM-1864,Sugarcane,1477.77,Flood,Clay,Zaid,288.0,0.58,-1,0.4823023982356438,0
FARM-1865,Soybean,1409.21,Sprinkler,Loamy,Kharif,39.85,0.6,47,0.45953491943987235,0
FARM-1866,Barley,112.6,Flood,Loamy,Zaid,12.49,0.64,-1,0.28869801694847363,0
FARM-1867,Barley,288.98,Rain-fed,Sandy,Zaid,19.06,0.78,1,1.0,1
FARM-1868,Potato,241.01,Drip,Sandy,Kharif,37.98,0.75,-1,0.4668459705273639,0
FARM-1869,Maize,1102.67,Flood,Clay,Rabi,216.03,0.57,-1,0.43157950986530325,0
FARM-1870,Tomato,1235.79,Manual,Loamy,Zaid,105.4,0.64,5,0.8772851195359087,1
FARM-1871,Barley,359.59,Manual,Clay,Zaid,23.84,0.86,-1,0.5986293859888454,0
FARM-1872,Rice,783.49,Manual,Clay,Zaid,70.7,0.75,21,0.5847237006430195,0
FARM-1873,Sugarcane,1269.02,Flood,Silty,Zaid,270.04,0.65,-1,0.6599603785302078,1
FARM-1874,Cotton,1112.56,Rain-fed,Clay,Zaid,142.62,0.67,-1,0.6671955967642973,1
FARM-1875,Barley,836.24,Flood,Loamy,Kharif,57.07,0.74,-1,0.437436823905448,0
FARM-1876,Carrot,906.0,Flood,Clay,Kharif,74.31,0.56,-1,0.608684602298873,0
FARM-1877,Rice,787.12,Drip,Silty,Kharif,73.63,0.65,-1,0.38545845759361674,0
FARM-1878,Cotton,481.45,Sprinkler,Sandy,Zaid,63.9,0.36,-1,0.4027468974156308,0
FARM-1879,Barley,869.28,Drip,Clay,Rabi,77.29,0.58,-1,0.3412379463131223,0
FARM-1880,Barley,1048.88,Flood,Sandy,Zaid,66.48,0.89,-1,0.5905389480924674,0
FARM-1881,Rice,1316.32,Rain-fed,Silty,Kharif,118.66,0.49,10,0.5451314762841207,0
FARM-1882,Cotton,972.62,Drip,Peaty,Rabi,116.93,0.15,-1,0.33211077780850035,0
FARM-1883,Cotton,1153.63,Drip,Clay,Zaid,241.56,0.41,38,0.4850171609158652,0
FARM-1884,Wheat,282.1,Drip,Silty,Zaid,27.65,0.46,-1,0.36120954527731264,0
FARM-1885,Barley,719.26,Manual,Peaty,Rabi,63.82,0.68,-1,0.4678286029398576,0
FARM-1886,Rice,63.53,Flood,Silty,Zaid,5.42,0.38,14,0.4269776446963369,0
FARM-1887,Barley,407.68,Flood,Sandy,Kharif,51.98,0.48,-1,0.33167044180829075,0
FARM-1888,Cotton,1103.37,Rain-fed,Sandy,Zaid,200.94,0.82,-1,0.7152851490620992,1
FARM-1889,Barley,1488.12,Rain-fed,Loamy,Kharif,127.39,0.78,-1,0.46264775361185895,0
FARM-1890,Carrot,193.81,Flood,Silty,Zaid,14.17,0.62,-1,0.40635524037071247,0
FARM-1891,Wheat,632.17,Sprinkler,Sandy,Zaid,68.67,0.43,-1,0.28305082595115527,0
FARM-1892,Wheat,1210.1,Rain-fed,Sandy,Kharif,120.09,0.74,47,0.5015309972847128,0
FARM-1893,Tomato,345.85,Sprinkler,Loamy,Zaid,28.73,0.84,-1,0.452743943750932,0
FARM-1894,Rice,854.87,Drip,Silty,Zaid,65.92,0.85,29,0.7654433433361828,1
FARM-1895,Barley,1112.95,Rain-fed,Silty,Zaid,74.71,0.66,-1,0.5815459677668053,0
FARM-1896,Tomato,943.18,Flood,Clay,Zaid,160.13,0.79,-1,0.6155458993278687,0
FARM-1897,Potato,322.64,Drip,Silty,Zaid,32.34,0.56,-1,0.679110272028983,1
FARM-1898,Cotton,565.31,Flood,Sandy,Zaid,114.94,0.59,23,0.6930286051383125,1
FARM-1899,Cotton,1186.5,Drip,Silty,Rabi,171.6,0.79,29,0.658802425635118,1
FARM-1900,Barley,853.63,Drip,Loamy,Zaid,86.93,0.8,-1,0.5372519667091672,0
FARM-1901,Cotton,57.58,Rain-fed,Loamy,Kharif,8.41,0.62,-1,0.6640786355479141,1
FARM-1902,Barley,1153.44,Drip,Silty,Zaid,65.34,0.46,-1,0.2759683824992032,0
FARM-1903,Soybean,101.2,Flood,Clay,Zaid,2.66,0.78,-1,0.25471822127334387,0
FARM-1904,Sugarcane,1131.31,Flood,Silty,Rabi,108.45,0.79,-1,0.6766079166629939,1
FARM-1905,Potato,343.6,Drip,Loamy,Zaid,46.3,0.79,25,0.5896227189528186,0
FARM-1906,Wheat,1439.21,Manual,Sandy,Rabi,136.28,0.33,-1,0.10600986325415238,0
FARM-1907,Tomato,583.51,Drip,Loamy,Zaid,89.49,0.92,7,0.7837066653089433,1
FARM-1908,Barley,524.05,Flood,Sandy,Kharif,33.98,0.79,-1,0.4648575650646456,0
FARM-1909,Tomato,265.89,Flood,Loamy,Kharif,21.2,0.76,-1,0.5488188754747902,0
FARM-1910,Soybean,493.13,Drip,Clay,Rabi,13.41,0.83,-1,0.3997969099383299,0
FARM-1911,Barley,1321.14,Drip,Clay,Kharif,169.62,0.83,2,1.0,1
FARM-1912,Rice,1494.68,Sprinkler,Clay,Kharif,144.74,0.85,25,0.5715451666375829,0
FARM-1913,Sugarcane,584.05,Manual,Peaty,Zaid,85.87,0.54,-1,0.5638125489536105,0
FARM-1914,Soybean,700.49,Drip,Peaty,Zaid,21.38,0.88,-1,0.24941079726255042,0
FARM-1915,Sugarcane,1097.0,Sprinkler,Loamy,Rabi,102.54,0.76,-1,0.6208864461684725,0
FARM-1916,Tomato,1334.98,Rain-fed,Silty,Zaid,237.83,0.64,-1,0.5294198943171766,0
FARM-1917,Maize,909.91,Rain-fed,Loamy,Zaid,191.04,0.65,-1,0.48247405190188114,0
FARM-1918,Carrot,617.71,Flood,Sandy,Kharif,29.11,0.84,9,0.6026008040363043,0
FARM-1919,Barley,648.3,Flood,Silty,Zaid,63.35,0.63,-1,0.48091686338368705,0
FARM-1920,Potato,1058.65,Flood,Peaty,Rabi,77.43,0.76,22,0.5937151996557655,0
FARM-1921,Sugarcane,54.67,Sprinkler,Loamy,Kharif,12.82,0.76,-1,0.6137458228490027,0
FARM-1922,Potato,948.4,Rain-fed,Silty,Kharif,76.8,0.64,-1,0.5500777518958979,0
FARM-1923,Wheat,565.46,Drip,Clay,Rabi,64.92,0.85,43,0.7982326717250362,1
FARM-1924,Sugarcane,1201.59,Flood,Peaty,Zaid,143.32,0.9,-1,0.6578214798921609,1
FARM-1925,Cotton,184.84,Manual,Clay,Zaid,31.51,0.66,32,0.7936470806150171,1
FARM-1926,Barley,902.89,Rain-fed,Sandy,Kharif,103.75,0.81,-1,0.30812263387044075,0
FARM-1927,Soybean,747.41,Manual,Sandy,Zaid,26.31,0.76,-1,0.3788362858681986,0
FARM-1928,Rice,981.37,Rain-fed,Sandy,Kharif,87.5,0.74,24,0.518591079290477,0
FARM-1929,Barley,144.04,Flood,Clay,Rabi,18.05,0.94,33,0.5733423368872779,0
FARM-1930,Cotton,890.98,Sprinkler,Peaty,Zaid,72.18,0.81,-1,0.6698067575556854,1
FARM-1931,Wheat,864.15,Sprinkler,Clay,Zaid,71.8,0.47,-1,0.366537933461478,0
FARM-1932,Maize,862.96,Drip,Sandy,Rabi,116.23,0.86,2,1.0,1
FARM-1933,Soybean,925.06,Flood,Clay,Zaid,41.3,0.65,21,0.2702539842658508,0
FARM-1934,Barley,1030.88,Sprinkler,Loamy,Kharif,82.52,0.72,-1,0.5402026958356444,0
FARM-1935,Barley,1217.23,Drip,Sandy,Zaid,135.03,0.64,18,0.39859299878127796,0
FARM-1936,Cotton,441.24,Rain-fed,Loamy,Rabi,73.18,0.57,-1,0.5828821181180779,0
FARM-1937,Potato,1246.32,Sprinkler,Clay,Kharif,106.5,0.65,-1,0.5124773487911156,0
FARM-1938,Cotton,772.47,Manual,Clay,Kharif,79.92,0.71,-1,0.5469715468174199,0
FARM-1939,Soybean,161.73,Drip,Loamy,Rabi,3.79,0.88,-1,0.40385258268017277,0
FARM-1940,Barley,134.9,Drip,Silty,Zaid,11.06,0.82,39,0.6194758020180084,0
FARM-1941,Soybean,534.65,Sprinkler,Silty,Zaid,11.78,0.46,-1,0.12625140263935591,0
FARM-1942,Rice,1188.1,Drip,Clay,Rabi,49.39,0.66,40,0.48676569476562626,0
FARM-1943,Wheat,1076.14,Sprinkler,Loamy,Zaid,148.44,0.73,-1,0.3780497205918734,0
FARM-1944,Barley,1193.49,Rain-fed,Clay,Rabi,157.43,0.5,4,0.8763644776002868,1
FARM-1945,Cotton,800.04,Drip,Clay,Rabi,94.26,0.62,18,0.7189634680935193,1
FARM-1946,Cotton,688.29,Flood,Sandy,Kharif,80.8,0.91,-1,0.6605945862812315,1
FARM-1947,Potato,263.81,Flood,Sandy,Kharif,16.05,0.9,-1,0.660860216393059,1
FARM-1948,Potato,525.88,Flood,Clay,Rabi,74.48,0.65,-1,0.4299985164906713,0
FARM-1949,Soybean,679.33,Manual,Clay,Rabi,27.01,0.7,26,0.4226708834568312,0
FARM-1950,Rice,178.47,Rain-fed,Clay,Zaid,9.23,0.69,20,0.5264881329732247,0
FARM-1951,Rice,369.89,Sprinkler,Silty,Zaid,19.52,0.68,-1,0.4016560612863009,0
FARM-1952,Barley,917.43,Sprinkler,Peaty,Zaid,106.52,0.63,24,0.4479358835548112,0
FARM-1953,Potato,1116.71,Flood,Clay,Kharif,149.59,0.67,-1,0.4648177450575057,0
FARM-1954,Sugarcane,1497.6,Manual,Clay,Zaid,130.56,0.65,-1,0.46872954049934995,0
FARM-1955,Tomato,1403.01,Sprinkler,Silty,Kharif,188.99,0.5,27,0.3562988195318276,0
FARM-1956,Soybean,981.72,Sprinkler,Peaty,Zaid,23.82,0.78,-1,0.30192833394592405,0
FARM-1957,Cotton,660.81,Rain-fed,Loamy,Kharif,80.37,0.52,17,0.6839292982114497,1
FARM-1958,Barley,972.46,Drip,Clay,Zaid,111.13,0.42,-1,0.371406599105568,0
FARM-1959,Carrot,1189.19,Rain-fed,Clay,Kharif,93.54,0.81,-1,0.3183396795752746,0
FARM-1960,Cotton,221.59,Drip,Sandy,Kharif,27.93,0.75,-1,0.5393988646619614,0
FARM-1961,Rice,644.36,Flood,Loamy,Zaid,74.6,0.46,-1,0.41324643413643286,0
FARM-1962,Barley,1267.71,Flood,Clay,Zaid,103.42,0.79,9,0.69115086302129,1
FARM-1963,Tomato,606.56,Manual,Sandy,Kharif,92.57,0.83,-1,0.43022338068710947,0
FARM-1964,Tomato,879.21,Rain-fed,Clay,Kharif,103.8,0.32,-1,0.5937628546414343,0
FARM-1965,Tomato,902.27,Sprinkler,Silty,Zaid,151.31,0.64,-1,0.479304116934705,0
FARM-1966,Carrot,317.49,Sprinkler,Loamy,Rabi,26.82,0.56,-1,0.22764211000009837,0
FARM-1967,Tomato,575.24,Sprinkler,Clay,Kharif,40.55,0.72,13,0.7165549240105908,1
FARM-1968,Soybean,535.04,Manual,Sandy,Rabi,23.06,0.79,-1,0.3674396667687265,0
FARM-1969,Sugarcane,87.99,Flood,Loamy,Zaid,18.66,0.73,-1,0.4578521895085633,0
FARM-1970,Rice,85.08,Flood,Peaty,Kharif,8.79,0.57,35,0.4640035527469832,0
FARM-1971,Potato,1255.96,Drip,Sandy,Rabi,105.64,0.83,-1,0.6703735511395648,1
FARM-1972,Carrot,445.95,Rain-fed,Clay,Kharif,34.92,0.75,18,0.5230247687246599,0
FARM-1973,Barley,801.21,Sprinkler,Sandy,Kharif,97.36,0.57,-1,0.20198014527833005,0
FARM-1974,Cotton,483.15,Flood,Clay,Zaid,53.38,0.83,-1,0.6461921610589304,0
FARM-1975,Barley,1413.98,Drip,Silty,Zaid,184.81,0.83,31,0.6472900045248153,0
FARM-1976,Soybean,425.98,Rain-fed,Loamy,Zaid,7.03,0.33,3,0.7333587923172089,1
FARM-1977,Cotton,673.0,Drip,Sandy,Zaid,61.23,0.85,-1,0.5620938398660775,0
FARM-1978,Sugarcane,1315.46,Sprinkler,Clay,Zaid,218.38,0.68,-1,0.8177856300257649,1
FARM-1979,Soybean,1270.8,Manual,Loamy,Zaid,41.01,0.27,-1,0.10217857011578974,0
FARM-1980,Tomato,319.85,Flood,Silty,Rabi,43.95,0.61,-1,0.3718119033665748,0
FARM-1981,Carrot,1213.83,Drip,Silty,Zaid,37.65,0.75,14,0.5825114084026012,0
FARM-1982,Cotton,714.37,Sprinkler,Clay,Kharif,146.05,0.79,-1,0.65348423257704,1
FARM-1983,Cotton,750.3,Rain-fed,Clay,Rabi,57.2,0.85,-1,0.6732433728710316,1
FARM-1984,Carrot,243.55,Flood,Silty,Kharif,9.4,0.59,32,0.1819204972967032,0
FARM-1985,Sugarcane,166.87,Manual,Peaty,Zaid,13.72,0.89,-1,0.609926849411103,0
FARM-1986,Rice,1105.51,Drip,Clay,Kharif,94.35,0.88,-1,0.6272888045128739,0
FARM-1987,Sugarcane,769.87,Flood,Loamy,Kharif,176.43,0.77,28,0.7434275672238259,1
FARM-1988,Barley,683.43,Sprinkler,Loamy,Kharif,71.72,0.84,16,0.5335973294375927,0
FARM-1989,Wheat,1107.79,Rain-fed,Silty,Kharif,146.52,0.39,-1,0.48024093078962055,0
FARM-1990,Wheat,1159.99,Drip,Clay,Rabi,59.54,0.82,-1,0.6244897719106178,0
FARM-1991,Rice,280.42,Rain-fed,Clay,Kharif,23.38,0.71,-1,0.41433983919771283,0
FARM-1992,Barley,934.83,Flood,Silty,Zaid,80.73,0.66,-1,0.5319467186811138,0
FARM-1993,Soybean,246.26,Flood,Clay,Kharif,7.38,0.71,-1,0.543975583195802,0
FARM-1994,Tomato,1139.49,Drip,Loamy,Zaid,78.24,0.34,22,0.3749098065624149,0
FARM-1995,Cotton,1002.58,Rain-fed,Loamy,Rabi,166.25,0.62,40,0.6420812035861466,0
FARM-1996,Potato,1437.09,Drip,Loamy,Zaid,173.01,0.89,17,0.9279278109421342,1
FARM-1997,Cotton,149.99,Flood,Loamy,Zaid,26.57,0.34,-1,0.4813029553295529,0
FARM-1998,Maize,132.73,Drip,Sandy,Rabi,23.54,0.83,14,0.7765617140635698,1
FARM-1999,Sugarcane,459.17,Rain-fed,Clay,Kharif,47.71,0.84,-1,0.6798913240441389,1
